code;artikul;vendor;gname;description;EAN;sprice;warr;warrunit;width;height;depth;weight;volume;ukt zed;rrp_uah;prp_uah;stock;warehouse1;amount;images
R00000049177;R00000049177;Richman;Крісло Юта Ю Хром M-1 (Tilt) Зеус Де Люкс Скай;Richman Юта Ю — комфортабельне крісло для кабінету персоналу або керівника. Має класичні, елегантні форми. М’яка оббивка може бути виконана з екошкіри або тканини на ваш вибір.Крісло оснащене механізмом М-1 (Tilt), завдяки якому можна змінювати висоту сидіння та гойдатися в кріслі. Режим вільного гойдання дозволяє нахиляти спинку без фіксації, перетворюючи офісне крісло на крісло-качалку. Також за окрему доплату можемо встановити механізм М-2 (Anyfix) (на відміну від М-1, він може фіксувати певний кут нахилу спинки).Зручні підлокітники виконані з чорного пластику. Міцна хрестовина оснащена прогумованими роликами, що дозволяє безшумно і безпечно пересуватися по підлозі.Офісне крісло «Юта Ю» створене для комфорту. Завдяки йому ваша спина не відчуватиме втоми наприкінці важкого робочого дня!Зауважте, що крісло постачається в розібраному вигляді. У комплект постачання входить усе необхідне для збірки, яка не займає багато часу. Для зручності ми додаємо просту відеоінструкцію, а також ви знайдете детальну інформацію щодо збірки в розділі «Питання та відповіді».Меблі від Richman – це поєднання високої якості, неперевершеного дизайну та помірної ціни. Придбавши меблі від провідного українського виробника ви робите прекрасний вибір для будинку чи вашого бізнесу.;3000000491782;4560;18;2;59;36;79;16;0.17;9401390000;7488;7116;1;1;1;https://richmangroup.com.ua/wp-content/uploads/2025/09/krislo-yuta-yu-plastykhrom-m-1-zeus-delyuks-skaj-progumovanikolesa-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/09/krislo-yuta-yu-plastykhrom-m-1-zeus-delyuks-skaj-progumovanikolesa-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/09/krislo-yuta-yu-plastykhrom-m-1-zeus-delyuks-skaj-progumovanikolesa-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/09/krislo-yuta-yu-plastykhrom-m-1-zeus-delyuks-skaj-progumovanikolesa-7-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/09/krislo-yuta-yu-plastykhrom-m-1-zeus-delyuks-skaj-progumovanikolesa-11-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/09/krislo-yuta-yu-plastykhrom-m-1-zeus-delyuks-skaj-progumovanikolesa-8-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/09/krislo-yuta-yu-plastykhrom-m-1-zeus-delyuks-skaj-progumovanikolesa-9-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/09/krislo-yuta-yu-plastykhrom-m-1-zeus-delyuks-skaj-progumovanikolesa-10-optimized.jpg, 
ADD0002639;ADD0002639;Richman;Лавка розкладна Richman Ромео;Лавка розкладна Richman Ромео є ідеальним вибором для відпочинку на відкритому повітрі та подорожей. Завдяки її компактному дизайну і зручній формі валізки, вона легко поміщається в багажник автомобіля і гарантує комфортне сидіння для чотирьох осіб. Міцна металева рама лавки забезпечує стійкість, а сидіння з якісного посиленого поліпропілену відрізняється високою міцністю і легкістю догляду.;3000000138144;1440;18;2;93;30;10;10;0.03;9401790000;2640;2244;1;186;186;https://richmangroup.com.ua/wp-content/uploads/2023/05/lavka-romeo-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/05/lavka-romeo-01-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/05/lavka-romeo-03-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/05/lavka-romeo-04-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/05/lavka-romeo-05-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/05/lavka-romeo-06-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2020/12/komplekt-stil-stenli-ta-lavka-romeo-3-optimized.jpg
R00000041104;R00000041104;Richman;Підставка для квітів Richman Водоспад – велика;Підставка для квітів Водоспад від фабрики Richman вражає своїм мінімалістичним дизайном, який гармонійно вписується в будь-який сучасний інтер'єр. Її міцний каркас з труби діаметром 20 мм забезпечує надійність і довговічність. Крім того, завдяки порошковому фарбуванню металу при високій температурі, покриття залишається стійким і без подряпин. Вибір кольору полиць і каркасу може бути додатковою опцією за вашим бажанням, а регульовані ніжки забезпечать стабільність на будь-якій поверхні.;3000000411056;3246;18;2;64;33.5;165;15.55;0.35;9403;5322;5058;1;3;3;https://richmangroup.com.ua/wp-content/uploads/2022/11/%D0%9F%D1%96%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B0-%D0%B4%D0%BB%D1%8F-%D0%BA%D0%B2%D1%96%D1%82%D1%96%D0%B2-%D0%92%D0%BE%D0%B4%D0%BE%D1%81%D0%BF%D0%B0%D0%B4-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2022/11/%D0%9F%D1%96%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B0-%D0%B4%D0%BB%D1%8F-%D0%BA%D0%B2%D1%96%D1%82%D1%96%D0%B2-%D0%92%D0%BE%D0%B4%D0%BE%D1%81%D0%BF%D0%B0%D0%B4-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2022/11/%D0%9F%D1%96%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B0-%D0%B4%D0%BB%D1%8F-%D0%BA%D0%B2%D1%96%D1%82%D1%96%D0%B2-%D0%92%D0%BE%D0%B4%D0%BE%D1%81%D0%BF%D0%B0%D0%B4-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2022/11/%D0%9F%D1%96%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B0-%D0%B4%D0%BB%D1%8F-%D0%BA%D0%B2%D1%96%D1%82%D1%96%D0%B2-%D0%92%D0%BE%D0%B4%D0%BE%D1%81%D0%BF%D0%B0%D0%B4-3-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2022/11/%D0%9F%D1%96%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B0-%D0%B4%D0%BB%D1%8F-%D0%BA%D0%B2%D1%96%D1%82%D1%96%D0%B2-%D0%92%D0%BE%D0%B4%D0%BE%D1%81%D0%BF%D0%B0%D0%B4-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2022/11/%D0%9F%D1%96%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B0-%D0%B4%D0%BB%D1%8F-%D0%BA%D0%B2%D1%96%D1%82%D1%96%D0%B2-%D0%92%D0%BE%D0%B4%D0%BE%D1%81%D0%BF%D0%B0%D0%B4-5-optimized.jpg
R00000041551;R00000041551;Richman;Підставка для квітів Richman Водоспад – маленька;Підставка для квітів Водоспад від фабрики Richman вражає своїм мінімалістичним дизайном, який гармонійно вписується в будь-який сучасний інтер'єр. Її міцний каркас з труби діаметром 20 мм забезпечує надійність і довговічність. Крім того, завдяки порошковому фарбуванню металу при високій температурі, покриття залишається стійким і без подряпин. Вибір кольору полиць і каркасу може бути додатковою опцією за вашим бажанням, а регульовані ніжки забезпечать стабільність на будь-якій поверхні.;3000000415528;2424;18;2;64;33.5;105;10.95;0.22;9403;4104;3780;1;8;8;https://richmangroup.com.ua/wp-content/uploads/2023/03/pidstavka-pid-kvity-kvitkar-krug-350-1-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/pidstavka-pid-kvity-kvitkar-krug-350-1-5-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/pidstavka-pid-kvity-kvitkar-krug-350-1-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/pidstavka-pid-kvity-kvitkar-krug-350-1-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/pidstavka-pid-kvity-kvitkar-krug-350-1-3-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/pidstavka-pid-kvity-kvitkar-krug-350-1-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/pidstavka-pid-kvity-kvitkar-krug-350-1-8-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/pidstavka-pid-kvity-kvitkar-krug-350-1-9-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/pidstavka-pid-kvity-kvitkar-krug-350-1-10-optimized.jpg
R00000039220;R00000039220;Richman;Підставка для квітів Richman Водоспад – середня;Підставка для квітів Водоспад від фабрики Richman вражає своїм мінімалістичним дизайном, який гармонійно вписується в будь-який сучасний інтер'єр. Її міцний каркас з труби діаметром 20 мм забезпечує надійність і довговічність. Крім того, завдяки порошковому фарбуванню металу при високій температурі, покриття залишається стійким і без подряпин. Вибір кольору полиць і каркасу може бути додатковою опцією за вашим бажанням, а регульовані ніжки забезпечать стабільність на будь-якій поверхні.;3000000392218;2844;18;2;64;33.5;135;13.3;0.29;9403;4818;4434;1;3;3;https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-vodospad-chetvirka-3-b-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-vodospad-chetvirka-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-vodospad-chetvirka-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-vodospad-chetvirka-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-vodospad-chetvirka-5-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-vodospad-chetvirka-6-optimized.jpg
R00000042824;R00000042824;Richman;Підставка для квітів Richman Течія – 2 полички;Полиця для квітів Richman - це практична знахідка для шанувальників мінімалізму та зручності в дизайні. Вона ідеально вписується у сучасний інтер'єр, зокрема в стиль лофт. Розбірна конструкція полиці робить її легкою у транспортуванні. Вона доступна у різних розмірах, щоб задовольнити ваші потреби, а міцний металевий каркас забезпечує надійність та витривалість, а порошкове фарбування гарантує стійкість до зносу та подряпин;3000000428252;1656;18;2;76;52;14;3.4;0.05;9403;2718;2586;1;7;7;https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-pid-kvity-techiya-2-polychky-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-pid-kvity-techiya-2-polychky-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-pid-kvity-techiya-2-polychky-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-pid-kvity-techiya-2-polychky-3-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-pid-kvity-techiya-2-polychky-5-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-pid-kvity-techiya-2-polychky-6-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/techiya-velyka-6-1-optimized.jpg
R00000042823;R00000042823;Richman;Підставка для квітів Richman Течія – 3 полички;Полиця для квітів Richman - це практична знахідка для шанувальників мінімалізму та зручності в дизайні. Вона ідеально вписується у сучасний інтер'єр, зокрема в стиль лофт. Розбірна конструкція полиці робить її легкою у транспортуванні. Вона доступна у різних розмірах, щоб задовольнити ваші потреби, а міцний металевий каркас забезпечує надійність та витривалість, а порошкове фарбування гарантує стійкість до зносу та подряпин;3000000428245;1644;18;2;95;52;14;5.1;0.07;9403;2784;2562;1;6;6;https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-pid-kvity-techiya-3-polychky-7-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-pid-kvity-techiya-3-polychky-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-pid-kvity-techiya-3-polychky-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-pid-kvity-techiya-3-polychky-3-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-pid-kvity-techiya-3-polychky-5-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-pid-kvity-techiya-2-polychky-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/techiya-velyka-6-optimized.jpg
R00000039467;R00000039467;Richman;Підставка для квітів Richman Течія – 4 полички;Полиця для квітів Richman - це практична знахідка для шанувальників мінімалізму та зручності в дизайні. Вона ідеально вписується у сучасний інтер'єр, зокрема в стиль лофт. Розбірна конструкція полиці робить її легкою у транспортуванні. Вона доступна у різних розмірах, щоб задовольнити ваші потреби, а міцний металевий каркас забезпечує надійність та витривалість, а порошкове фарбування гарантує стійкість до зносу та подряпин;3000000394687;1710;18;2;114;52;14;6.8;0.08;9403;2892;2664;1;8;8;https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-techiya-chetvirka-1-b-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-techiya-chetvirka-4-b-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-techiya-chetvirka-5-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-techiya-chetvirka-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-techiya-chetvirka-3-optimized.jpg
R00000039051;R00000039051;Richman;Підставка для квітів Richman Течія – 5 поличок;Полиця для квітів Richman - це практична знахідка для шанувальників мінімалізму та зручності в дизайні. Вона ідеально вписується у сучасний інтер'єр, зокрема в стиль лофт. Розбірна конструкція полиці робить її легкою у транспортуванні. Вона доступна у різних розмірах, щоб задовольнити ваші потреби, а міцний металевий каркас забезпечує надійність та витривалість, а порошкове фарбування гарантує стійкість до зносу та подряпин;2800000390525;1842;18;2;133;52;14;8.5;0,1;9403;3120;2874;1;4;4;https://richmangroup.com.ua/wp-content/uploads/2022/11/%D0%9F%D1%96%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B0-%D0%BF%D1%96%D0%B4-%D0%BA%D0%B2%D1%96%D1%82%D0%B8-%D0%A2%D0%B5%D1%87%D1%96%D1%8F-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2022/11/%D0%9F%D1%96%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B0-%D0%BF%D1%96%D0%B4-%D0%BA%D0%B2%D1%96%D1%82%D0%B8-%D0%A2%D0%B5%D1%87%D1%96%D1%8F-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2022/11/%D0%9F%D1%96%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B0-%D0%BF%D1%96%D0%B4-%D0%BA%D0%B2%D1%96%D1%82%D0%B8-%D0%A2%D0%B5%D1%87%D1%96%D1%8F-5-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2022/11/%D0%9F%D1%96%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B0-%D0%BF%D1%96%D0%B4-%D0%BA%D0%B2%D1%96%D1%82%D0%B8-%D0%A2%D0%B5%D1%87%D1%96%D1%8F-3-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2022/11/%D0%9F%D1%96%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B0-%D0%BF%D1%96%D0%B4-%D0%BA%D0%B2%D1%96%D1%82%D0%B8-%D0%A2%D0%B5%D1%87%D1%96%D1%8F-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2022/11/%D0%9F%D1%96%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B0-%D0%BF%D1%96%D0%B4-%D0%BA%D0%B2%D1%96%D1%82%D0%B8-%D0%A2%D0%B5%D1%87%D1%96%D1%8F-6-optimized.jpg
R00000055430;R00000055430;Richman;Підставка для квітів Джерело;Підставка для квітів «Джерело» створена для комфортного і стильного розміщення ваших рослин у будь-якому просторі — вдома, на балконі, у саду чи офісі. Вона виготовлена з міцної металевої труби діаметром 20 мм, що гарантує надійність і довговічність конструкції. Особливістю цієї моделі є регульована глибина полички, яка може бути 10,5 см або 22,5 см — це дає змогу легко розміщувати як невеликі горщики, так і більш об’ємні вазони. Підставка доступна у трьох розмірах: Маленька поличка: довжина 27 см, ширина 27 см, висота 31 см, глибина полички — 10,5 або 22,5 см. Середня поличка: довжина 33 см, ширина 33 см, висота 31 см, глибина полички — 10,5 або 22,5 см. Велика поличка: довжина 39 см, ширина 39 см, висота 31 см, глибина полички — 10,5 або 22,5 см. Завдяки однаковій висоті 31 см різні моделі можна комбінувати для створення багаторівневих композицій із квітів, що дозволить ефектно організувати зелений простір і забезпечити рослинам достатньо світла.Конструкція підставки розкладна, що робить її зручною для зберігання та транспортування. Легка у використанні, вона стане не лише практичним органайзером для ваших рослин, а й стильним декоративним елементом, що підкреслить атмосферу затишку у вашому домі.Підставка поставляється в розібраному вигляді у пакуванні розміром 6,5 × 31,5 × 22,5 см.;3000000554319;306;18;2;;31.5;22.5;1;0.005;9403;516;480;1;84;84;https://richmangroup.com.ua/wp-content/uploads/2025/08/pidstavka-pid-kvity-dzherelo-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/08/pidstavka-pid-kvity-dzherelo-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/08/pidstavka-pid-kvity-dzherelo-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/08/pidstavka-pid-kvity-dzherelo-7-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/08/pidstavka-pid-kvity-dzherelo-8-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/08/pidstavka-pid-kvity-dzherelo-9-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/08/pidstavka-pid-kvity-dzherelo-10-optimized.jpg
R00000040704;R00000040704;Richman;Підставка під квіти Richman Гірка;Мінімалістичні полиці для квітів виробництва Richman. Вишуканий дизайн в стилі лофт ідеально підходить під будь-який сучасний інтер’єр.  Каркас цільнометалевої підставки виготовлений з металевих труб з товщиною стінок 1.2 мм — це гарантує високу міцність та надійність конструкції. Фарбування металу здійснюється порошковою зносостікою фарбою. Нанесена фарба запікається в печі при температурі 320 градусів. Це найбільш надійний спосіб фарбування, тож можете забути про подряпини, сколи та тріщини! Полиці з ДСП та металевий каркас можуть бути пофарбовані в будь-який інший колір за доплату. Стандартні кольори металу без доплати: чорний.;3000000407059;1842;18;2;;61.5;129;8.2;0.48;9403;3018;2868;1;0;0;https://richmangroup.com.ua/wp-content/uploads/2022/11/%D0%9F%D1%96%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B0-%D0%B4%D0%BB%D1%8F-%D0%BA%D0%B2%D1%96%D1%82%D1%96%D0%B2-%D0%93%D1%96%D1%80%D0%BA%D0%B0-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2022/11/%D0%9F%D1%96%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B0-%D0%B4%D0%BB%D1%8F-%D0%BA%D0%B2%D1%96%D1%82%D1%96%D0%B2-%D0%93%D1%96%D1%80%D0%BA%D0%B0-3-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2022/11/%D0%9F%D1%96%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B0-%D0%B4%D0%BB%D1%8F-%D0%BA%D0%B2%D1%96%D1%82%D1%96%D0%B2-%D0%93%D1%96%D1%80%D0%BA%D0%B0-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2022/11/%D0%9F%D1%96%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B0-%D0%B4%D0%BB%D1%8F-%D0%BA%D0%B2%D1%96%D1%82%D1%96%D0%B2-%D0%93%D1%96%D1%80%D0%BA%D0%B0-4-optimized.jpg
R00000042293;R00000042293;Richman;Підставка під квіти Richman Квіткар велика;Мінімалістична поличка для квітів Квіткар виробництва Richman. Вишуканий дизайн в стилі лофт ідеально підходить під будь-який сучасний інтер’єр. Ця підставка виготовляється в декількох розмірах, велика та маленька. Поличка виготовлена із ДСП та має товщину 16 мм. Каркас підставки для квітів цілометалевий, виготовлений з труби із товщиною стінок 1.2 мм та діаметром 15 мм — це гарантує високу міцність та надійність конструкції. Фарбування металу здійснюється порошковою зносостійкою фарбою. Нанесена фарба запікається в печі при температурі 320 градусів. Це найбільш надійний спосіб фарбування, тож можете забути про подряпини, сколи та тріщини! Стандартні кольори металу без доплати: чорний. Полиця з ДСП та металевий каркас можуть бути пофарбовані в будь-який інший колір за доплату.;3000000422946;546;18;2;37;37;36;2.65;0.05;9403;918;846;1;11;11;https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-pid-kvity-kvitkar-krug-550-1-3-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-pid-kvity-kvitkar-krug-550-1-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-pid-kvity-kvitkar-krug-550-1-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-pid-kvity-kvitkar-krug-550-1-5-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-pid-kvity-kvitkar-krug-550-1-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/pidstavka-pid-kvity-kvitkar-krug-550-1-7-optimized.jpg
R00000042292;R00000042292;Richman;Підставка під квіти Richman Квіткар маленька;Мінімалістична поличка для квітів Квіткар виробництва Richman. Вишуканий дизайн в стилі лофт ідеально підходить під будь-який сучасний інтер’єр. Ця підставка виготовляється в декількох розмірах, велика та маленька. Поличка виготовлена із ДСП та має товщину 16 мм. Каркас підставки для квітів цілометалевий, виготовлений з труби із товщиною стінок 1.2 мм та діаметром 15 мм — це гарантує високу міцність та надійність конструкції. Фарбування металу здійснюється порошковою зносостійкою фарбою. Нанесена фарба запікається в печі при температурі 320 градусів. Це найбільш надійний спосіб фарбування, тож можете забути про подряпини, сколи та тріщини! Стандартні кольори металу без доплати: чорний. Полиця з ДСП та металевий каркас можуть бути пофарбовані в будь-який інший колір за доплату.;3000000422939;510;18;2;37;37;56;3;0.08;9403;858;792;1;16;16;https://richmangroup.com.ua/wp-content/uploads/2023/03/pidstavka-pid-kviti-kvitkar-malenka-krugla-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/pidstavka-pid-kviti-kvitkar-malenka-krugla-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/pidstavka-pid-kviti-kvitkar-malenka-krugla-3-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/pidstavka-pid-kviti-kvitkar-malenka-krugla-5-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/pidstavka-pid-kviti-kvitkar-malenka-krugla-7-optimized.jpg
R00000040456;R00000040456;Richman;Подушка Richman 35*35 Новорічна;Подушка декоративна 35×35 із милим новорычним декором – чудовий спосіб створити атмосферу затишку та радості у вашій оселі. М’яке наповнення із синтепону робить її комфортною та легкою, а святковий дизайн стане яскравим акцентом у кімнаті. Така подушка – не лише стильний елемент декору, а й теплий знак уваги, який приємно подарувати близьким на свята.;3000000404577;294;18;2;35;35;20;1;0.02;9404;474;456;1;16;16;https://richmangroup.com.ua/rd/xml/%D0%9F%D0%BE%D0%B4%D1%83%D1%88%D0%BA%D0%B0%20%D0%9D%D0%BE%D0%B2%D0%BE%D1%80%D1%96%D1%87%D0%BD%D0%B0/%D0%9F%D0%BE%D0%B4%D1%83%D1%88%D0%BA%D0%B0%20%D0%9D%D0%BE%D0%B2%D0%BE%D1%80%D1%96%D1%87%D0%BD%D0%B0%20%281%29.jpg, https://richmangroup.com.ua/rd/xml/%D0%9F%D0%BE%D0%B4%D1%83%D1%88%D0%BA%D0%B0%20%D0%9D%D0%BE%D0%B2%D0%BE%D1%80%D1%96%D1%87%D0%BD%D0%B0/%D0%9F%D0%BE%D0%B4%D1%83%D1%88%D0%BA%D0%B0%20%D0%9D%D0%BE%D0%B2%D0%BE%D1%80%D1%96%D1%87%D0%BD%D0%B0%20%282%29.jpg, https://richmangroup.com.ua/rd/xml/%D0%9F%D0%BE%D0%B4%D1%83%D1%88%D0%BA%D0%B0%20%D0%9D%D0%BE%D0%B2%D0%BE%D1%80%D1%96%D1%87%D0%BD%D0%B0/%D0%9F%D0%BE%D0%B4%D1%83%D1%88%D0%BA%D0%B0%20%D0%9D%D0%BE%D0%B2%D0%BE%D1%80%D1%96%D1%87%D0%BD%D0%B0%20%283%29.jpg
R00000040397;R00000040397;Richman;Подушка Richman 40*40 святковий заєць;Подушка декоративна 40×40 із милим святковим зайчиком – чудовий спосіб створити атмосферу затишку та радості у вашій оселі. М’яке наповнення із синтепону робить її комфортною та легкою, а святковий дизайн стане яскравим акцентом у кімнаті. Така подушка – не лише стильний елемент декору, а й теплий знак уваги, який приємно подарувати близьким на свята.;3000000403983;294;18;2;40;40;20;1;0.03;9404;474;456;1;56;56;https://richmangroup.com.ua/rd/xml/%D0%9F%D0%BE%D0%B4%D1%83%D1%88%D0%BA%D0%B0%20%D0%A1%D0%B2%D1%8F%D1%82%D0%BA%D0%BE%D0%B2%D0%B8%D0%B9%20%D0%B7%D0%B0%D1%94%D1%86%D1%8C/%D0%9F%D0%BE%D0%B4%D1%83%D1%88%D0%BA%D0%B0%20%D0%A1%D0%B2%D1%8F%D1%82%D0%BA%D0%BE%D0%B2%D0%B8%D0%B9%20%D0%B7%D0%B0%D1%94%D1%86%D1%8C%20%281%29.jpg, https://richmangroup.com.ua/rd/xml/%D0%9F%D0%BE%D0%B4%D1%83%D1%88%D0%BA%D0%B0%20%D0%A1%D0%B2%D1%8F%D1%82%D0%BA%D0%BE%D0%B2%D0%B8%D0%B9%20%D0%B7%D0%B0%D1%94%D1%86%D1%8C/%D0%9F%D0%BE%D0%B4%D1%83%D1%88%D0%BA%D0%B0%20%D0%A1%D0%B2%D1%8F%D1%82%D0%BA%D0%BE%D0%B2%D0%B8%D0%B9%20%D0%B7%D0%B0%D1%94%D1%86%D1%8C%20%282%29.jpg, https://richmangroup.com.ua/rd/xml/%D0%9F%D0%BE%D0%B4%D1%83%D1%88%D0%BA%D0%B0%20%D0%A1%D0%B2%D1%8F%D1%82%D0%BA%D0%BE%D0%B2%D0%B8%D0%B9%20%D0%B7%D0%B0%D1%94%D1%86%D1%8C/%D0%9F%D0%BE%D0%B4%D1%83%D1%88%D0%BA%D0%B0%20%D0%A1%D0%B2%D1%8F%D1%82%D0%BA%D0%BE%D0%B2%D0%B8%D0%B9%20%D0%B7%D0%B0%D1%94%D1%86%D1%8C%20%283%29.jpg, https://richmangroup.com.ua/rd/xml/%D0%9F%D0%BE%D0%B4%D1%83%D1%88%D0%BA%D0%B0%20%D0%A1%D0%B2%D1%8F%D1%82%D0%BA%D0%BE%D0%B2%D0%B8%D0%B9%20%D0%B7%D0%B0%D1%94%D1%86%D1%8C/%D0%9F%D0%BE%D0%B4%D1%83%D1%88%D0%BA%D0%B0%20%D0%A1%D0%B2%D1%8F%D1%82%D0%BA%D0%BE%D0%B2%D0%B8%D0%B9%20%D0%B7%D0%B0%D1%94%D1%86%D1%8C%20%284%29.jpg
